Vulnerability ID,Summary Text,Base Score,Exploitability Score,Impact Score,CWE ID,Bugzilla Links
CVE-2016-5262,"Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 process JavaScript event-handler attributes of a MARQUEE element within a sandboxed IFRAME element that lacks the sandbox=""allow-scripts"" attribute value, which makes it easier for remote attackers to conduct cross-site scripting (XSS) attacks via a crafted web site.","4.3
6.1","8.6
2.8","2.9
2.7",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1277475
CVE-2016-5265,"Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allow user-assisted remote attackers to bypass the Same Origin Policy, and conduct Universal XSS (UXSS) attacks or read arbitrary files, by arranging for the presence of a crafted HTML document and a crafted shortcut file in the same local directory.","4.0
5.5","4.9
1.0","4.9
4.0",CWE-79 Improper Neutralization of Input During Web Page Generation ('Cross-site Scripting'),https://bugzilla.mozilla.org/show_bug.cgi?id=1278013
CVE-2016-5258,Use-after-free vulnerability in the WebRTC socket thread in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allows remote attackers to execute arbitrary code by leveraging incorrect free operations on DTLS objects during the shutdown of a WebRTC session.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1279146
CVE-2016-2838,Heap-based buffer overflow in the nsBidi::BracketData::AddOpening function in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allows remote attackers to execute arbitrary code via directional content in an SVG document.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1279814
CVE-2016-5260,"Mozilla Firefox before 48.0 mishandles changes from 'INPUT type=""password""' to 'INPUT type=""text""' within a single Session Manager session, which might allow attackers to discover cleartext passwords by reading a session restoration file.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1280294
CVE-2016-9070,A maliciously crafted page loaded to the sidebar through a bookmark can reference a privileged chrome window and engage in limited JavaScript operations violating cross-origin protections. This vulnerability affects Firefox < 50.,"6.8
8.0","8.6
2.1","6.4
5.9",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1281071
CVE-2017-5388,"A STUN server in conjunction with a large number of ""webkitRTCPeerConnection"" objects can be used to send large STUN packets in a short period of time due to a lack of rate limiting being applied on e10s systems, allowing for a denial of service attack. This vulnerability affects Firefox < 51.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-770 Allocation of Resources Without Limits or Throttling,https://bugzilla.mozilla.org/show_bug.cgi?id=1281482
CVE-2016-5274,"Use-after-free vulnerability in the nsFrameManager::CaptureFrameState function in Mozilla Firefox before 49.0, Firefox ESR 45.x before 45.4, and Thunderbird < 45.4 allows remote attackers to execute arbitrary code by leveraging improper interaction between restyling and the Web Animations model implementation.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1282076
CVE-2016-5259,Use-after-free vulnerability in the CanonicalizeXPCOMParticipant function in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allows remote attackers to execute arbitrary code via a script that closes its own Service Worker within a nested sync event loop.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1282992
CVE-2016-5267,Mozilla Firefox before 48.0 on Android allows remote attackers to spoof the address bar via left-to-right characters in conjunction with a right-to-left character set.,"4.3
5.3","8.6
1.6","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1284372
CVE-2017-5420,"A ""javascript:"" url loaded by a malicious page can obfuscate its location by blanking the URL displayed in the addressbar, allowing for an attacker to spoof an existing page without the malicious page's address being displayed correctly. This vulnerability affects Firefox < 52.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1284395
CVE-2016-9071,Content Security Policy combined with HTTP to HTTPS redirection can be used by malicious server to verify whether a known site is within a user's browser history. This vulnerability affects Firefox < 50.,"5.0
5.3","10.0
3.9","2.9
1.4",CWE-254,https://bugzilla.mozilla.org/show_bug.cgi?id=1285003
CVE-2016-5264,Use-after-free vulnerability in the nsNodeUtils::NativeAnonymousChildListChange function in Mozilla Firefox before 48.0 and Firefox ESR 45.x before 45.3 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via an SVG element that is mishandled during effect application.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1286183
CVE-2016-5261,Integer overflow in the WebSocketChannel class in the WebSockets subsystem in Mozilla Firefox before 48.0 and Firefox ESR < 45.4 allows remote attackers to execute arbitrary code or cause a denial of service (memory corruption) via crafted packets that trigger incorrect buffer-resize operations during buffering.,"7.5
8.8","10.0
2.8","6.4
5.9",CWE-190 Integer Overflow or Wraparound,https://bugzilla.mozilla.org/show_bug.cgi?id=1287266
CVE-2016-5275,Buffer overflow in the mozilla::gfx::FilterSupport::ComputeSourceNeededRegions function in Mozilla Firefox before 49.0 allows remote attackers to execute arbitrary code by leveraging improper interaction between empty filters and CANVAS element rendering.,"6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1287316
CVE-2016-5276,"Use-after-free vulnerability in the mozilla::a11y::DocAccessible::ProcessInvalidationList function in Mozilla Firefox before 49.0, Firefox ESR 45.x before 45.4, and Thunderbird < 45.4 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) via an aria-owns attribute.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1287721
CVE-2016-5292,"During URL parsing, a maliciously crafted URL can cause a potentially exploitable crash. This vulnerability affects Firefox < 50.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1288482
CVE-2016-5271,"The PropertyProvider::GetSpacingInternal function in Mozilla Firefox before 49.0 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via text runs in conjunction with a ""display: contents"" Cascading Style Sheets (CSS) property.","4.3
6.5","8.6
2.8","2.9
3.6",CWE-125 Out-of-bounds Read,https://bugzilla.mozilla.org/show_bug.cgi?id=1288946
CVE-2016-2827,The mozilla::net::IsValidReferrerPolicy function in Mozilla Firefox before 49.0 allows remote attackers to cause a denial of service (out-of-bounds read and application crash) via a Content Security Policy (CSP) referrer directive with zero values.,"4.3
6.5","8.6
2.8","2.9
3.6",CWE-125 Out-of-bounds Read,https://bugzilla.mozilla.org/show_bug.cgi?id=1289085
CVE-2016-9073,WebExtensions can bypass security checks to load privileged URLs and potentially escape the WebExtension sandbox. This vulnerability affects Firefox < 50.,"5.0
7.5","10.0
3.9","2.9
3.6",CWE-264,https://bugzilla.mozilla.org/show_bug.cgi?id=1289273
CVE-2016-5280,"Use-after-free vulnerability in the mozilla::nsTextNodeDirectionalityMap::RemoveElementFromMap function in Mozilla Firefox before 49.0, Firefox ESR 45.x before 45.4, and Thunderbird < 45.4 allows remote attackers to execute arbitrary code via bidirectional text.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1289970
CVE-2016-5270,"Heap-based buffer overflow in the nsCaseTransformTextRunFactory::TransformString function in Mozilla Firefox before 49.0, Firefox ESR 45.x before 45.4, and Thunderbird < 45.4 allows remote attackers to cause a denial of service (boolean out-of-bounds write) or possibly have unspecified other impact via Unicode characters that are mishandled during text conversion.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1291016
CVE-2016-5277,"Use-after-free vulnerability in the nsRefreshDriver::Tick function in Mozilla Firefox before 49.0, Firefox ESR 45.x before 45.4, and Thunderbird < 45.4 allows remote attackers to execute arbitrary code or cause a denial of service (heap memory corruption) by leveraging improper interaction between timeline destruction and the Web Animations model implementation.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-416 Use After Free,https://bugzilla.mozilla.org/show_bug.cgi?id=1291665
CVE-2016-5291,"A same-origin policy bypass with local shortcut files to load arbitrary local content from disk. This vulnerability affects Thunderbird < 45.5, Firefox ESR < 45.5, and Firefox < 50.","4.9
5.5","3.9
1.8","6.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1292159
CVE-2016-5296,"A heap-buffer-overflow in Cairo when processing SVG content caused by compiler optimization, resulting in a potentially exploitable crash. This vulnerability affects Thunderbird < 45.5, Firefox ESR < 45.5, and Firefox < 50.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1292443
CVE-2017-5469,"Fixed potential buffer overflows in generated Firefox code due to CVE-2016-6354 issue in Flex. This vulnerability affects Thunderbird < 52.1, Firefox ESR < 45.9, Firefox ESR < 52.1, and Firefox < 53.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1292534
CVE-2017-5395,Malicious sites can display a spoofed location bar on a subsequently loaded page when the existing location bar on the new page is scrolled out of view if navigations between pages can be timed correctly. Note: This issue only affects Firefox for Android. Other operating systems are not affected. This vulnerability affects Firefox < 51.,"4.3
4.3","8.6
2.8","2.9
1.4",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1293463
CVE-2017-5392,"Weak proxy objects have weak references on multiple threads when they should only have them on one, resulting in incorrect memory usage and corruption, which leads to potentially exploitable crashes. Note: This issue only affects Firefox for Android. Other operating systems are not affected. This vulnerability affects Firefox < 51.","7.5
9.8","10.0
3.9","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1293709
CVE-2016-9062,"Private browsing mode leaves metadata information, such as URLs, for sites visited in ""browser.db"" and ""browser.db-wal"" files within the Firefox profile after the mode is exited. Note: This issue only affects Firefox for Android. Other versions and operating systems are unaffected. This vulnerability affects Firefox < 50.","2.1
3.3","3.9
1.8","2.9
1.4",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1294438
CVE-2016-5278,"Heap-based buffer overflow in the nsBMPEncoder::AddImageFrame function in Mozilla Firefox before 49.0, Firefox ESR 45.x before 45.4, and Thunderbird < 45.4 allows remote attackers to execute arbitrary code via a crafted image data that is mishandled during the encoding of an image frame to an image.","6.8
8.8","8.6
2.8","6.4
5.9",CWE-119 Improper Restriction of Operations within the Bounds of a Memory Buffer,https://bugzilla.mozilla.org/show_bug.cgi?id=1294677
CVE-2017-5422,"If a malicious site uses the ""view-source:"" protocol in a series within a single hyperlink, it can trigger a non-exploitable browser crash when the hyperlink is selected. This was fixed by no longer making ""view-source:"" linkable. This vulnerability affects Firefox < 52 and Thunderbird < 52.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-20 Improper Input Validation,https://bugzilla.mozilla.org/show_bug.cgi?id=1295002
CVE-2017-5387,"The existence of a specifically requested local file can be found due to the double firing of the ""onerror"" when the ""source"" attribute on a ""<track>"" tag refers to a file that does not exist if the source page is loaded locally. This vulnerability affects Firefox < 51.","2.1
3.3","3.9
1.8","2.9
1.4",CWE-538 Insertion of Sensitive Information into Externally-Accessible File or Directory,https://bugzilla.mozilla.org/show_bug.cgi?id=1295023
CVE-2017-5382,"Feed preview for RSS feeds can be used to capture errors and exceptions generated by privileged content, allowing for the exposure of internal information not meant to be seen by web content. This vulnerability affects Firefox < 51.","5.0
7.5","10.0
3.9","2.9
3.6",CWE-200 Exposure of Sensitive Information to an Unauthorized Actor,https://bugzilla.mozilla.org/show_bug.cgi?id=1295322
